id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria
502056,Carlos  Ramirez,F,2026-01-11,394.93,Guatemala,Education
504768,Gustavo Morales, m ,2026-02-12,"37,44",  Quetzaltenango,Food
502334, Jose Mejia ,m,2026-02-25,21.10, ,food
502807,Laura Mendez,F,04/02/2026,"212,65",QUETZALTENANGO,Retail
503133,Carlos Solis, m ,2026-01-28,"152,84",Quetzaltenango,Services 
504775,Juan Ortega,F,15/01/2026,490.26,CHIMALTENANGO,SERVICES
500577,MARIA SOLIS,F,2026-02-20,"362,79",CHIMALTENANGO,Food
504234, Daniel Mazariegos ,F,10/01/2026,,AMATITLAN,Food
502064,Elena Flores,F,2026-01-10,201.39,villa nueva,Education
501747,Sofia Ruiz,M,2026-02-21,165.62,Amatitlan,Food
500942, Jose Flores ,M,25/02/2026,453.55,amatitlan,Education 
500312,Carmen Vargas, m ,06/02/2026,"420,73",chimaltenango,SERVICES
501202,Hector  Rojas,f,2026-02-26,"232,90",Chimaltenango,food
501264,Sofia Herrera, m ,2026-01-07,"267,67",  Mixco,Food
504665, Fernando Ramirez ,f,2026-02-12,"401,50",Antigua,Services 
500663, Carlos Vargas , m ,20/01/2026,,villa nueva,Education
503931, Oscar Lima ,M,15/02/2026,414.96,guatemala,Education
502986,sofia cruz, f ,2026-01-20,"85,26",Guatemala,Education
503676,Jose Nunez,F,06/01/2026,387.06,quetzaltenango,Services
501513,Kevin Aguilar,f,15/02/2026,"158,70",Chimaltenango,SERVICES
502696,KEVIN DIAZ,f,2026-01-09,71.07,Guatemala,Retail
501554, Carmen Paz ,M,06/02/2026,,  Amatitlan,Education 
502526,FERNANDO RAMIREZ, m ,2026-02-14,26.33,Quetzaltenango,education
503679,DANIEL NUNEZ,M,2026-01-20,"200,28",MIXCO,food
501797,monica hernandez, ,10/02/2026,"448,21",Mixco,Education 
500749,SOFIA MOLINA,m,2026-01-09,270.59,Villa Nueva,Retail
501788,gustavo herrera,M,2026-02-22,413.15,Villa Nueva,Retail
502740,Isabel Paz,F,14/02/2026,227.83,,Retail
501080,Carlos Rojas,M,19/01/2026,218.57,Mixco,Services
500463,fernando hernandez,M,2026-02-12,"275,48",Amatitlan,RETAIL
500988,Oscar  Ortega,f,2026-02-27,428.68,Mixco,Food
501989,Pedro Perez,M,2026-01-30,183.80,Quetzaltenango ,Education
500319,SOFIA CRUZ,F,2026-02-25,72.05,Mixco,Services
503907,Fernando  Mejia, f ,20/02/2026,"288,21",GUATEMALA,Retail
502552,valeria herrera,m,2026-01-24,406.48,  Escuintla,Education 
500373, Gustavo Mazariegos , f ,11/02/2026,,Guatemala,Food
504597,HECTOR RUIZ,M,2026-02-15,"17,24",Quetzaltenango,RETAIL
504217,Gabriela Torres,M,2026-02-17,,Quetzaltenango,services
501331,Daniel Rojas,F,20/01/2026,"17,00",  Amatitlan,RETAIL
504520,JOSE FLORES, f ,11/02/2026,"222,68",Guatemala,Education
504071,PABLO RAMIREZ, f ,2026-02-10,,Mixco,SERVICES
501183,monica mendez, m ,2026-01-03,"9,59",NA,FOOD
500410,Valeria Ramirez,M,26/01/2026,,VILLA NUEVA,SERVICES
501459,miguel mendez,M,2026-02-08,,Chimaltenango,Education 
500069, Ana Nunez , f ,2026-01-19,"326,51",Quetzaltenango,retail
504061, Valeria Mejia ,m,07/02/2026,,VILLA NUEVA,Education 
503862,Jose  Rojas,m,05/01/2026,"356,88",  Villa Nueva,retail
502537,maria flores,F,2026-01-16,297.36,Amatitlan,Retail
500343,Ana Mendez,M,2026-02-14,128.16,Quetzaltenango,Retail
504503,Monica  Torres, m ,2026-02-24,,Guatemala,SERVICES
502352,Valeria Paz, f ,24/02/2026,"79,57",Villa Nueva,RETAIL
502063,Oscar  Diaz, m ,2026-01-19,,Chimaltenango ,Food
503832,ANDREA ROJAS,M,2026-01-09,303.90,quetzaltenango,Services
504126,Paola  Rojas,M,2026-01-21,"74,95",Mixco,RETAIL
503997, Oscar Soto ,f,2026-02-16,"301,03",NA,EDUCATION
503389, Carlos Reyes ,m,12/02/2026,"361,88",ESCUINTLA,Education
501379,Oscar Torres, m ,2026-02-07,"455,42",QUETZALTENANGO,services
500589,RENE LIMA,m,2026-01-21,"367,21",Escuintla,Food
502387,Miguel Ortega, f ,2026-03-01,"499,64", ,Food
500864,ANA SOTO,f,2026-01-31,176.42,Mixco,food
502620,oscar mendez,F,2026-02-05,"96,62",escuintla,Retail
503773,Karla  Flores, m ,2026-02-22,328.01,NA,Education
500996,Oscar Lima,f,2026-02-01,478.69,Mixco ,Services
500028,DIANA FUENTES,F,2026-01-17,,Quetzaltenango,Services
501165,JOSE MEJIA,F,13/02/2026,292.50,Villa Nueva ,Retail
504367, Laura Molina ,m,2026-02-17,423.14,CHIMALTENANGO,retail
503126,Jose Mazariegos,m,26/02/2026,"447,26",Villa Nueva,education
500509,LAURA SOTO, m ,25/02/2026,"270,24",  Quetzaltenango,Services
503119, Monica Herrera ,M,2026-02-23,,Escuintla,Retail
504231,Diana Cruz, m ,03/02/2026,"60,63",Villa Nueva ,Services
504334,pablo reyes,m,2026-01-18,"265,16",Escuintla,Services
503171,GUSTAVO RUIZ, f ,13/02/2026,"68,71",Quetzaltenango,Services 
500717,paola alvarez,f,2026-01-23,"181,81", ,Food
503436,RENE CASTILLO,F,2026-01-10,119.24,Villa Nueva,Services
502833,Daniel Mazariegos,m,2026-02-07,"348,88",escuintla,SERVICES
501716,Rene Flores,f,2026-01-15,"377,49",Villa Nueva,education
502423,Laura  Rojas,M,2026-01-03,280.29,Guatemala,Services
504201,Pablo Paz,m,2026-02-13,314.42,chimaltenango,FOOD
500365,Elena  Molina, f ,2026-01-12,442.07,Mixco,food
500249,Hector Herrera, m ,2026-01-10,"329,83",Villa Nueva,Food
500519, Diana Torres ,M,2026-01-04,,antigua,Food
504733, Ricardo Mendez ,M,2026-02-12,362.51,ANTIGUA,Services
501958, Jose Hernandez ,F,2026-01-20,"467,27",Mixco,RETAIL
501002, Diana Vargas ,F,2026-01-15,,Amatitlan,education
504014,juan molina, m ,2026-01-20,65.42,  Quetzaltenango,EDUCATION
504602,ANDREA GOMEZ,m,2026-01-15,157.78,escuintla,retail
503122,Ricardo Mazariegos, f ,19/02/2026,160.73,Quetzaltenango,Services
501723,JUAN RUIZ,F,2026-02-07,284.55,Escuintla,Services
500215, Sofia Lopez ,m,2026-02-08,144.40,NA,Retail
500219,KARLA CASTILLO, m ,2026-01-09,"446,32",VILLA NUEVA,Retail 
500657,Oscar  Torres, f ,2026-01-19,447.11,QUETZALTENANGO,EDUCATION
501949, Monica Reyes ,M,2026-02-06,414.49,chimaltenango,Retail 
503203,Luis Alvarez, m ,23/02/2026,"264,72",Chimaltenango,Food
501117,Ana Mejia,m,07/01/2026,"486,87",Villa Nueva ,Food
501582, Paola Morales , m ,2026-02-04,"118,86",Villa Nueva,Services
504222, Ricardo Mejia ,F,07/02/2026,204.77,Escuintla,Retail
501611,Daniel  Soto,m,2026-02-01,"89,20",Chimaltenango,food
500347,Gustavo Lopez, m ,2026-02-04,477.55,guatemala,FOOD
500968,MARIA CRUZ, f ,04/02/2026,"467,45", ,EDUCATION
504561,Hector Aguilar, f ,2026-02-23,364.66,Antigua,Education
504565,Kevin  Ruiz,M,2026-02-26,"191,71",ESCUINTLA,Retail
502238,Daniel Alvarez, f ,2026-01-30,"192,30",Amatitlan,RETAIL
503592,Monica  Gomez,m,2026-01-18,498.01,Mixco,retail
501066,monica mejia,M,07/02/2026,498.96,Antigua,education
503014,Carlos Soto,m,07/01/2026,,  Guatemala,Retail
502272,Jose Paz, m ,2026-02-25,"167,93",Guatemala,EDUCATION
502880,PATRICIA CASTILLO,M,16/02/2026,"458,94",Villa Nueva,Education
501049,Isabel  Paz,M,24/01/2026,"494,43",CHIMALTENANGO,retail
504570,Gabriela Ruiz,M,19/01/2026,231.76,ANTIGUA,RETAIL
500064,Diana Reyes,M,17/01/2026,"443,63",  Mixco,Retail 
500571,Sofia Alvarez,M,2026-01-04,"349,16",Amatitlan,Education
503083,Oscar Diaz,f,21/02/2026,482.78,Chimaltenango ,Education
503918, Laura Mazariegos , f ,2026-01-29,495.37,amatitlan,Retail
501013,Laura  Diaz,F,20/02/2026,"413,17",MIXCO,Retail
504361,Ricardo  Rojas,f,07/01/2026,254.42,Escuintla,Retail
500112,carmen hernandez,m,2026-02-05,"128,04",ESCUINTLA,Food 
500061,Elena Nunez, f ,2026-02-16,48.52,Amatitlan ,Food 
501619,Oscar Aguilar, m ,2026-01-02,294.31,Amatitlan,food
500755,Carmen Perez,F,2026-02-13,"164,20",Mixco,food
502732, Hector Castillo ,F,24/02/2026,"406,33",Chimaltenango,Services 
504510,Maria  Molina,F,05/01/2026,15.52,Villa Nueva ,SERVICES
503967,Pablo  Aguilar, f ,13/02/2026,155.75,ESCUINTLA,Retail 
501391, Rene Fuentes ,F,27/02/2026,,Antigua,Retail 
503422,Pablo  Reyes, ,2026-02-16,344.34,Escuintla,Education
503268,pedro aguilar,f,2026-01-23,262.55,  Guatemala,Food
502551,Carmen Mendez,F,2026-01-31,146.52,QUETZALTENANGO,Retail
501494,Gustavo Aguilar,f,2026-02-05,416.26,Escuintla,Food
503353,Paola Hernandez,m,2026-01-24,349.65,GUATEMALA,RETAIL
500648, Pablo Alvarez ,M,2026-01-21,"446,88",MIXCO,services
500504,RENE GOMEZ,F,2026-02-23,"253,14",MIXCO,Education
501414,Hector Flores, m ,2026-02-14,,Quetzaltenango,RETAIL
504761,SOFIA CASTILLO,M,2026-02-24,,Escuintla,retail
501844,CARLOS LIMA, m ,2026-02-13,"37,71",Quetzaltenango,Education
500961,Valeria  Vargas,M,30/01/2026,"371,09",Antigua,Services
500638,Carmen  Rojas, f ,2026-02-05,"160,63",Mixco,Education
504124,jose lopez,M,2026-01-10,198.76,Amatitlan,FOOD
501831,Laura Ruiz, f ,19/02/2026,"73,77",Guatemala,Food
500642, Sofia Mejia , f ,2026-01-05,"3,16",Antigua,Food 
501830, Paola Alvarez , f ,2026-02-21,94.47,Quetzaltenango,Services
500269,Juan Perez,f,2026-02-10,3.17,Quetzaltenango,Services 
504791,Luis Aguilar, m ,2026-02-01,"283,56",Escuintla,Education
500884,Jose Ramirez,F,19/01/2026,"47,61",Quetzaltenango ,Retail
500628,Carmen Diaz,f,2026-02-21,"214,87",Quetzaltenango,retail
503571,Monica Vargas,f,2026-02-19,237.56,Antigua ,Services
500338,Paola  Lima,M,2026-01-06,353.74,Quetzaltenango ,Food
501104,MIGUEL LIMA,f,10/01/2026,, ,SERVICES
502669,Juan Dominguez, f ,22/02/2026,382.45,Antigua,retail
500099,paola ramirez,M,2026-01-01,495.08,escuintla,Services
501023, Gustavo Alvarez ,M,2026-01-07,"123,16",  Chimaltenango,Services
500176,Karla Ramirez,m,2026-01-03,29.89,CHIMALTENANGO,food
502792,Ana Reyes, m ,27/01/2026,123.37,AMATITLAN,Services
502513, Jose Reyes , f ,2026-01-17,297.35,guatemala,Food
501206,ELENA HERRERA,M,2026-01-05,489.97,Villa Nueva,Food
504224,Maria  Cruz,M,2026-02-03,178.19,Guatemala,Services
500956,Isabel Mejia,F,2026-02-02,477.10,VILLA NUEVA,Retail
500347,Gustavo Lopez, m ,2026-02-04,477.55,guatemala,FOOD
504023,Paola Mejia, f ,2026-02-24,422.45,Chimaltenango,education
503771,Daniel Gomez, f ,08/02/2026,"211,31",  Mixco,Education
502854,Diana Flores, m ,2026-02-25,"378,43",Chimaltenango,Food 
501105, Laura Flores ,F,2026-02-10,"42,92",antigua,Services
502506, Oscar Ruiz , m ,2026-02-14,306.98,ESCUINTLA,retail
500962,Rene Herrera, m ,2026-01-14,,  Villa Nueva,RETAIL
503888,Valeria Fuentes, m ,23/01/2026,"52,81",,Education 
504496, Carlos Fuentes , m ,2026-02-15,"170,03",  Escuintla,education
504242,jose flores,m,2026-02-24,,Quetzaltenango,Services
502326, Gustavo Ramirez , m ,2026-02-14,"227,31",Chimaltenango,education
502123,Maria Mendez,F,2026-02-17,390.87,MIXCO,Retail
503509,Diana Ortega,M,2026-01-17,198.34,Villa Nueva,Services
501382, Diana Diaz ,f,2026-01-17,"400,54",guatemala,Food
501407,CARLOS VARGAS, ,09/02/2026,"115,68",Chimaltenango,FOOD
504458,Luis Hernandez, m ,2026-02-27,197.50,Villa Nueva ,EDUCATION
504265,sofia dominguez, f ,2026-02-14,"130,43",Mixco,Food
500472,juan solis,m,05/01/2026,165.72,Villa Nueva ,Education
502462,PEDRO GOMEZ, m ,21/01/2026,"287,89",Mixco ,Food
500358,Pablo Mendez, f ,2026-01-18,94.47,Quetzaltenango,food
500642, Sofia Mejia , f ,2026-01-05,"3,16",Antigua,Food 
502377,pedro lima, m ,2026-02-13,,Chimaltenango ,RETAIL
500118,CARLOS SOLIS,m,06/01/2026,"103,43",Amatitlan,Food
503414,Monica Ramirez,F,2026-02-13,"428,10",,Food
500002,Gustavo Aguilar,f,2026-01-08,,Quetzaltenango,Retail
504424,Ana Lima, f ,18/01/2026,290.31,Chimaltenango,Food
502491,MIGUEL PEREZ,f,2026-01-08,"20,48",Amatitlan,Food
502398,Miguel  Perez, m ,2026-01-07,344.01,Mixco ,Services
501161, Ricardo Castillo ,M,2026-01-05,"210,79",Amatitlan,SERVICES
501196,ANDREA FUENTES,M,11/01/2026,"305,29",QUETZALTENANGO,Services
504603,fernando torres,m,2026-01-14,"471,05",VILLA NUEVA,Services
504371,Laura  Aguilar,M,08/02/2026,"41,72",Quetzaltenango ,SERVICES
502040,Luis  Perez,F,2026-02-04,"183,14",AMATITLAN,Services
504640, Patricia Fuentes ,f,2026-02-18,150.43,antigua,Services
504794,rene aguilar, f ,2026-02-03,196.76,Villa Nueva,Retail 
501329,Maria Ruiz,M,2026-01-28,"183,79",Quetzaltenango,services
504364,Isabel  Mendez,f,2026-01-21,336.65,QUETZALTENANGO,Services
503426, Carmen Castillo ,m,06/01/2026,"149,55",Villa Nueva ,retail
501647,Patricia Torres, m ,2026-01-16,"283,35",Chimaltenango,Food
503156,miguel perez, ,2026-02-10,414.25,Villa Nueva,Services 
501304,Carlos  Mejia,f,2026-01-11,"441,32",  Chimaltenango,Food 
500307, Miguel Lopez ,F,04/02/2026,483.25,Chimaltenango,Education
502984, Maria Rojas ,M,28/01/2026,"120,04",Amatitlan,Education
500294,Patricia  Cruz,m,2026-02-15,374.59,NA,Services
500951,Jose  Mendez,M,2026-01-25,"494,36",Chimaltenango,Food
501501,Maria Paz,f,20/02/2026,453.27,Escuintla,Services
500668,monica lopez, m ,2026-01-04,"343,03",  Villa Nueva,Education
500236,Oscar Fuentes, m ,2026-01-05,"116,82",Antigua,Education
502713,Juan Gomez, f ,2026-01-26,"357,66",Mixco,education
503730, Patricia Solis ,M,2026-02-01,26.46,Quetzaltenango,Education 
503510,Laura  Castillo,f,2026-01-18,172.82,  Quetzaltenango,Retail
500098,Miguel Ramirez,m,2026-01-10,"90,47",quetzaltenango,Education
501727,Karla Mendez,F,2026-01-04,"71,44",,retail
501737,Hector Flores,f,25/01/2026,149.26,Quetzaltenango,Education
503989,Elena Paz,M,02/01/2026,464.88,  Amatitlan,Education
501827,patricia castillo, m ,2026-02-18,,Amatitlan,SERVICES
504726,Laura  Cruz, m ,2026-02-27,"406,91",Escuintla,Education
500580,Laura Diaz,m,2026-01-24,423.42,Antigua,Services
502657,Carlos Mejia, f ,2026-01-24,341.06,Antigua,EDUCATION
501268,Isabel Alvarez,F,2026-02-03,"202,61",chimaltenango,food
503158, Andrea Vargas ,f,14/01/2026,"181,40",Guatemala,Retail
501432,luis castillo, m ,27/01/2026,409.18,Chimaltenango,EDUCATION
504792, Isabel Lima ,f,27/02/2026,392.71,Amatitlan,EDUCATION
500595,daniel gomez,m,26/02/2026,"169,77",Villa Nueva,Services
501975,oscar soto,M,2026-01-20,461.30,  Antigua,Food
502641,Luis Rojas,m,2026-02-16,"359,29",Guatemala,Retail 
501279,Gustavo  Solis,M,2026-02-19,"444,22",escuintla,Retail 
500066,patricia aguilar, f ,05/01/2026,449.85,antigua,Food
500354,kevin vargas, m ,2026-02-24,"419,12",Quetzaltenango ,food
504519,Patricia Dominguez, f ,13/01/2026,32.81,Amatitlan,FOOD
500946,fernando lopez,F,2026-02-07,"342,61",  Escuintla,Services
501073,rene perez,M,2026-02-07,390.99,Mixco,Education
504657,Gabriela Cruz,M,2026-02-26,3.60,Guatemala,Retail
504516,Gustavo Lopez,f,2026-02-03,68.91,  Guatemala,Services
502708,rene lopez,F,2026-03-01,370.30,antigua,Education
501241,Monica  Paz,M,2026-02-05,,  Chimaltenango,retail
502878,Andrea Hernandez,m,2026-02-28,208.49,Escuintla ,food
504628,PAOLA LIMA,f,2026-02-26,102.10,NA,Education 
502995,Pedro Morales,m,04/02/2026,481.83,ESCUINTLA,FOOD
504783,andrea reyes, f ,2026-02-05,27.96,Escuintla,Food
502603,GABRIELA VARGAS, f ,2026-02-03,"363,71",Escuintla,Retail
502832,valeria molina, m ,27/01/2026,"113,47",Quetzaltenango ,retail
502859, Oscar Paz ,m,2026-01-06,"152,99",Antigua,Retail
503140,DANIEL TORRES,F,02/02/2026,"305,08",ANTIGUA,Retail
503277, Elena Morales ,F,02/01/2026,137.43,Villa Nueva,Services
504233,Juan Dominguez, m ,2026-02-25,"476,95",Chimaltenango,food
501780,karla herrera, m ,2026-01-26,"393,70",Amatitlan,Education
503642,Monica Mendez, m ,2026-02-26,421.21,guatemala,Education
502432,Juan Mazariegos, m ,09/01/2026,118.42,villa nueva,Food 
501032, Rene Mazariegos ,F,2026-02-11,"442,70",Antigua,Services
503219,Pablo Lopez,f,2026-02-25,"283,53",Mixco ,Food
504020,Oscar Castillo, m ,2026-02-17,"9,84",chimaltenango,Education
500821, Luis Flores , m ,2026-01-24,33.75,ANTIGUA,services
501849,Kevin Morales, f ,2026-01-31,"171,50",mixco,retail
503073,Pedro Rojas, f ,2026-02-18,"297,51",Mixco,Food 
502863,Monica Hernandez, m ,2026-01-11,350.56,Mixco,Food
503121,Fernando  Perez,f,2026-01-06,"95,15",Quetzaltenango,Education
502447,paola castillo, f ,2026-01-01,325.58,  Chimaltenango,RETAIL
504836,Diana Lima,F,2026-02-19,312.70,CHIMALTENANGO,Education
500997,Andrea Vargas, m ,2026-02-11,,Mixco,services
503970,Kevin  Lopez,F,05/01/2026,,Villa Nueva,Education
500770,Monica Mazariegos,M,2026-02-22,"178,08",Escuintla,retail
500056,Isabel Castillo, f ,2026-02-18,"468,48",AMATITLAN,Services
500139,PAOLA MOLINA,m,2026-02-14,157.35,quetzaltenango,education
502032,Valeria  Ruiz,m,2026-01-25,"293,73",AMATITLAN,RETAIL
501445, Paola Torres ,,2026-02-06,413.00,Chimaltenango,Food
504579,kevin perez,f,04/02/2026,336.38,  Amatitlan,FOOD
502236,Valeria  Flores,f,2026-02-09,277.45,  Chimaltenango,education
504617,daniel gomez, m ,13/02/2026,147.94,MIXCO,Retail
500676,Paola Gomez,f,2026-02-27,"338,76",chimaltenango,Services 
500172,patricia aguilar, m ,19/01/2026,"275,96",Chimaltenango,Education
502051,miguel rojas, f ,2026-01-27,"493,49",Villa Nueva,Food 
500407,Oscar Gomez, m ,2026-01-01,,  Villa Nueva,Services 
504589,Andrea Flores,,2026-01-01,"167,85",Guatemala,Food
500941,Maria Aguilar,m,2026-01-20,260.88,MIXCO,Food
504070,gabriela ruiz, ,2026-02-23,"422,89",Amatitlan ,Services 
504752, Valeria Reyes , m ,10/02/2026,"484,87",guatemala,Retail
502280, Kevin Ortega , m ,2026-02-16,324.90,Escuintla,Retail 
500604, Jose Aguilar ,M,2026-02-17,401.37,MIXCO,Services
502837, Rene Fuentes ,m,2026-02-09,136.28,Escuintla ,Services
504684,CARMEN CASTILLO,m,2026-01-31,22.01,QUETZALTENANGO,SERVICES
504272,Maria  Solis,M,2026-02-12,"153,65",chimaltenango,Food
500355, Monica Herrera ,f,2026-02-11,"299,84",Villa Nueva ,EDUCATION
503910, Ana Fuentes ,f,2026-02-20,377.82,Chimaltenango,education
502654,hector dominguez,f,2026-02-15,138.11,Mixco,services
501765,Miguel Mendez,F,2026-02-15,234.96,  Quetzaltenango,Retail
502142,Gustavo  Castillo,m,01/02/2026,283.22,Mixco,Education
503585,Diana Flores,,25/02/2026,"216,45",mixco,Services
501931,Gustavo Solis,f,2026-01-10,"115,42",Antigua,Retail 
504297,Miguel Herrera, f ,28/01/2026,"196,04",  Mixco,Retail
500856,Pablo  Solis,F,2026-02-01,"20,28",Quetzaltenango,Education 
502728,Jose Castillo, f ,2026-01-26,"322,19",amatitlan,SERVICES
501860,Miguel Cruz, f ,2026-02-11,"408,87",chimaltenango,Services 
502007,Monica  Reyes,f,25/02/2026,,Quetzaltenango,Services 
504359,KEVIN TORRES, f ,2026-01-05,21.58,antigua,Retail
504288,Paola Dominguez, f ,2026-01-13,"28,49",Guatemala,FOOD
504563,Pablo Gomez,m,2026-02-18,,Escuintla,Services 
504575,VALERIA FUENTES,F,2026-01-31,416.71,  Escuintla,Retail
501111,Laura  Ramirez,M,2026-01-12,84.03,mixco,Retail 
500287, Laura Mazariegos ,F,2026-01-21,"300,77",Escuintla,Food 
500211,Pedro Solis, m ,2026-02-02,"310,47",Escuintla,Education
504286, Paola Nunez ,F,2026-02-18,"42,48",ANTIGUA,SERVICES
503346,kevin alvarez,f,2026-01-04,328.57,  Escuintla,Services
503706,Valeria  Ruiz,M,17/02/2026,"461,08",Villa Nueva,Services
501238,GABRIELA HERNANDEZ,M,2026-02-12,306.48,Escuintla,education
504444,Carlos Nunez, m ,14/01/2026,"11,18",escuintla,Services
504319,Paola Mazariegos,m,2026-02-08,421.58,chimaltenango,SERVICES
500449,Rene Cruz,F,2026-01-04,332.99,GUATEMALA,Education
504443,Rene Ramirez,f,2026-02-01,"58,02",Guatemala,Retail 
500257,ANDREA PAZ,M,2026-01-14,175.20,VILLA NUEVA,education
503332,Paola Dominguez,f,01/03/2026,213.66,amatitlan,Food
503027,FERNANDO MORALES, m ,2026-02-22,151.65,Quetzaltenango ,services
500450, Paola Fuentes ,m,13/01/2026,362.15,amatitlan,Food
504032,Hector Herrera,f,21/01/2026,323.61,AMATITLAN,retail
502409,andrea castillo,f,2026-02-22,203.90,antigua,Retail
504063,GUSTAVO FUENTES,f,2026-02-09,49.44,guatemala,Services 
501632, Isabel Cruz ,f,20/01/2026,"359,06",CHIMALTENANGO,Services
502201,ricardo diaz,M,2026-01-10,"172,18",Antigua,Education 
500910,Diana Diaz,M,2026-01-02,"208,98", ,Services
503646,rene gomez,,2026-01-18,331.94,Chimaltenango,Education 
504021,GABRIELA ALVAREZ, f ,2026-01-22,"397,62",Escuintla,Services
503565,Rene Flores, m ,2026-01-08,,ESCUINTLA,retail
504158,KARLA SOLIS, m ,2026-02-04,"266,88",Quetzaltenango,Education
501255,Ricardo  Paz, f ,2026-02-22,438.31,antigua,Education
501862,Paola  Castillo,M,2026-02-22,"207,26",Villa Nueva,Education 
503554, Laura Dominguez ,F,2026-01-17,"445,48",Escuintla,RETAIL
500989,Gabriela  Perez, f ,2026-01-05,"456,09",VILLA NUEVA,Education
504046,Juan  Torres, f ,2026-02-01,293.89,Villa Nueva,Services
503478, Carlos Mendez ,M,2026-01-13,432.97,Amatitlan,Food
500396,Valeria  Lopez,m,2026-02-22,"355,53",Mixco,Food
503846,Elena Castillo,F,11/02/2026,319.87,Antigua,education
500761,Rene Fuentes, m ,2026-01-08,299.28,,Education
502480, Diana Herrera ,f,2026-01-31,"175,59",Quetzaltenango,Education
503875,JUAN FUENTES,M,2026-01-02,232.24,Escuintla,education
503068,Carlos Cruz, m ,2026-02-19,156.39,amatitlan,RETAIL
500130,Daniel Mejia,F,14/02/2026,463.40,  Escuintla,Retail 
502798,Isabel Hernandez,m,12/01/2026,308.77,quetzaltenango,Education
