id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria
502620,Oscar Mendez,Femenino,2026-02-05,255.79,Escuintla,Retail
503773,Karla  Flores,Masculino,2026-02-22,328.01,Desconocido,Education
500996,Oscar Lima,Femenino,2026-02-01,478.69,Mixco,Services
500028,Diana Fuentes,Femenino,2026-01-17,255.79,Quetzaltenango,Services
501165,Jose Mejia,Femenino,,292.5,Villa Nueva,Retail
504367,Laura Molina,Masculino,2026-02-17,423.14,Chimaltenango,Retail
503126,Jose Mazariegos,Masculino,,255.79,Villa Nueva,Education
500509,Laura Soto,Masculino,,255.79,Quetzaltenango,Services
503119,Monica Herrera,Masculino,2026-02-23,255.79,Escuintla,Retail
504231,Diana Cruz,Masculino,,255.79,Villa Nueva,Services
504334,Pablo Reyes,Masculino,2026-01-18,255.79,Escuintla,Services
503171,Gustavo Ruiz,Femenino,,255.79,Quetzaltenango,Services
500717,Paola Alvarez,Femenino,2026-01-23,255.79,Desconocido,Food
503436,Rene Castillo,Femenino,2026-01-10,119.24,Villa Nueva,Services
502833,Daniel Mazariegos,Masculino,2026-02-07,255.79,Escuintla,Services
501716,Rene Flores,Femenino,2026-01-15,255.79,Villa Nueva,Education
502423,Laura  Rojas,Masculino,2026-01-03,280.29,Guatemala,Services
504201,Pablo Paz,Masculino,2026-02-13,314.42,Chimaltenango,Food
500365,Elena  Molina,Femenino,2026-01-12,442.07,Mixco,Food
500249,Hector Herrera,Masculino,2026-01-10,255.79,Villa Nueva,Food
500519,Diana Torres,Masculino,2026-01-04,255.79,Antigua,Food
504733,Ricardo Mendez,Masculino,2026-02-12,362.51,Antigua,Services
501958,Jose Hernandez,Femenino,2026-01-20,255.79,Mixco,Retail
501002,Diana Vargas,Femenino,2026-01-15,255.79,Amatitlan,Education
504014,Juan Molina,Masculino,2026-01-20,65.42,Quetzaltenango,Education
504602,Andrea Gomez,Masculino,2026-01-15,157.78,Escuintla,Retail
503122,Ricardo Mazariegos,Femenino,,160.73,Quetzaltenango,Services
501723,Juan Ruiz,Femenino,2026-02-07,284.55,Escuintla,Services
500215,Sofia Lopez,Masculino,2026-02-08,144.4,Desconocido,Retail
500219,Karla Castillo,Masculino,2026-01-09,255.79,Villa Nueva,Retail
500657,Oscar  Torres,Femenino,2026-01-19,447.11,Quetzaltenango,Education
501949,Monica Reyes,Masculino,2026-02-06,414.49,Chimaltenango,Retail
503203,Luis Alvarez,Masculino,,255.79,Chimaltenango,Food
501117,Ana Mejia,Masculino,,255.79,Villa Nueva,Food
501582,Paola Morales,Masculino,2026-02-04,255.79,Villa Nueva,Services
504222,Ricardo Mejia,Femenino,,204.77,Escuintla,Retail
501611,Daniel  Soto,Masculino,2026-02-01,255.79,Chimaltenango,Food
500347,Gustavo Lopez,Masculino,2026-02-04,477.55,Guatemala,Food
500968,Maria Cruz,Femenino,,255.79,Desconocido,Education
504561,Hector Aguilar,Femenino,2026-02-23,364.66,Antigua,Education
504565,Kevin  Ruiz,Masculino,2026-02-26,255.79,Escuintla,Retail
502238,Daniel Alvarez,Femenino,2026-01-30,255.79,Amatitlan,Retail
503592,Monica  Gomez,Masculino,2026-01-18,498.01,Mixco,Retail
501066,Monica Mejia,Masculino,,498.96,Antigua,Education
503014,Carlos Soto,Masculino,,255.79,Guatemala,Retail
502272,Jose Paz,Masculino,2026-02-25,255.79,Guatemala,Education
502880,Patricia Castillo,Masculino,,255.79,Villa Nueva,Education
501049,Isabel  Paz,Masculino,,255.79,Chimaltenango,Retail
504570,Gabriela Ruiz,Masculino,,231.76,Antigua,Retail
500064,Diana Reyes,Masculino,,255.79,Mixco,Retail
500571,Sofia Alvarez,Masculino,2026-01-04,255.79,Amatitlan,Education
503083,Oscar Diaz,Femenino,,482.78,Chimaltenango,Education
503918,Laura Mazariegos,Femenino,2026-01-29,495.37,Amatitlan,Retail
501013,Laura  Diaz,Femenino,,255.79,Mixco,Retail
504361,Ricardo  Rojas,Femenino,,254.42,Escuintla,Retail
500112,Carmen Hernandez,Masculino,2026-02-05,255.79,Escuintla,Food
500061,Elena Nunez,Femenino,2026-02-16,48.52,Amatitlan,Food
501619,Oscar Aguilar,Masculino,2026-01-02,294.31,Amatitlan,Food
500755,Carmen Perez,Femenino,2026-02-13,255.79,Mixco,Food
502732,Hector Castillo,Femenino,,255.79,Chimaltenango,Services
504510,Maria  Molina,Femenino,,15.52,Villa Nueva,Services
503967,Pablo  Aguilar,Femenino,,155.75,Escuintla,Retail
501391,Rene Fuentes,Femenino,,255.79,Antigua,Retail
503422,Pablo  Reyes,Desconocido,2026-02-16,344.34,Escuintla,Education
503268,Pedro Aguilar,Femenino,2026-01-23,262.55,Guatemala,Food
502551,Carmen Mendez,Femenino,2026-01-31,146.52,Quetzaltenango,Retail
501494,Gustavo Aguilar,Femenino,2026-02-05,416.26,Escuintla,Food
503353,Paola Hernandez,Masculino,2026-01-24,349.65,Guatemala,Retail
500648,Pablo Alvarez,Masculino,2026-01-21,255.79,Mixco,Services
500504,Rene Gomez,Femenino,2026-02-23,255.79,Mixco,Education
501414,Hector Flores,Masculino,2026-02-14,255.79,Quetzaltenango,Retail
504761,Sofia Castillo,Masculino,2026-02-24,255.79,Escuintla,Retail
501844,Carlos Lima,Masculino,2026-02-13,255.79,Quetzaltenango,Education
500961,Valeria  Vargas,Masculino,,255.79,Antigua,Services
500638,Carmen  Rojas,Femenino,2026-02-05,255.79,Mixco,Education
504124,Jose Lopez,Masculino,2026-01-10,198.76,Amatitlan,Food
501831,Laura Ruiz,Femenino,,255.79,Guatemala,Food
500642,Sofia Mejia,Femenino,2026-01-05,255.79,Antigua,Food
501830,Paola Alvarez,Femenino,2026-02-21,94.47,Quetzaltenango,Services
500269,Juan Perez,Femenino,2026-02-10,3.17,Quetzaltenango,Services
504791,Luis Aguilar,Masculino,2026-02-01,255.79,Escuintla,Education
500884,Jose Ramirez,Femenino,,255.79,Quetzaltenango,Retail
500628,Carmen Diaz,Femenino,2026-02-21,255.79,Quetzaltenango,Retail
503571,Monica Vargas,Femenino,2026-02-19,237.56,Antigua,Services
500338,Paola  Lima,Masculino,2026-01-06,353.74,Quetzaltenango,Food
501104,Miguel Lima,Femenino,,255.79,Desconocido,Services
502669,Juan Dominguez,Femenino,,382.45,Antigua,Retail
500099,Paola Ramirez,Masculino,2026-01-01,495.08,Escuintla,Services
501023,Gustavo Alvarez,Masculino,2026-01-07,255.79,Chimaltenango,Services
500176,Karla Ramirez,Masculino,2026-01-03,29.89,Chimaltenango,Food
502792,Ana Reyes,Masculino,,123.37,Amatitlan,Services
502513,Jose Reyes,Femenino,2026-01-17,297.35,Guatemala,Food
501206,Elena Herrera,Masculino,2026-01-05,489.97,Villa Nueva,Food
504224,Maria  Cruz,Masculino,2026-02-03,178.19,Guatemala,Services
500956,Isabel Mejia,Femenino,2026-02-02,477.1,Villa Nueva,Retail
504023,Paola Mejia,Femenino,2026-02-24,422.45,Chimaltenango,Education
503771,Daniel Gomez,Femenino,,255.79,Mixco,Education
502854,Diana Flores,Masculino,2026-02-25,255.79,Chimaltenango,Food
501105,Laura Flores,Femenino,2026-02-10,255.79,Antigua,Services
502506,Oscar Ruiz,Masculino,2026-02-14,306.98,Escuintla,Retail
500962,Rene Herrera,Masculino,2026-01-14,255.79,Villa Nueva,Retail
503888,Valeria Fuentes,Masculino,,255.79,Desconocido,Education
504496,Carlos Fuentes,Masculino,2026-02-15,255.79,Escuintla,Education
504242,Jose Flores,Masculino,2026-02-24,255.79,Quetzaltenango,Services
502326,Gustavo Ramirez,Masculino,2026-02-14,255.79,Chimaltenango,Education
502123,Maria Mendez,Femenino,2026-02-17,390.87,Mixco,Retail
503509,Diana Ortega,Masculino,2026-01-17,198.34,Villa Nueva,Services
501382,Diana Diaz,Femenino,2026-01-17,255.79,Guatemala,Food
501407,Carlos Vargas,Desconocido,,255.79,Chimaltenango,Food
504458,Luis Hernandez,Masculino,2026-02-27,197.5,Villa Nueva,Education
504265,Sofia Dominguez,Femenino,2026-02-14,255.79,Mixco,Food
500472,Juan Solis,Masculino,,165.72,Villa Nueva,Education
502462,Pedro Gomez,Masculino,,255.79,Mixco,Food
500358,Pablo Mendez,Femenino,2026-01-18,94.47,Quetzaltenango,Food
502377,Pedro Lima,Masculino,2026-02-13,255.79,Chimaltenango,Retail
500118,Carlos Solis,Masculino,,255.79,Amatitlan,Food
503414,Monica Ramirez,Femenino,2026-02-13,255.79,Desconocido,Food
500002,Gustavo Aguilar,Femenino,2026-01-08,255.79,Quetzaltenango,Retail
504424,Ana Lima,Femenino,,290.31,Chimaltenango,Food
502491,Miguel Perez,Femenino,2026-01-08,255.79,Amatitlan,Food
502398,Miguel  Perez,Masculino,2026-01-07,344.01,Mixco,Services
501161,Ricardo Castillo,Masculino,2026-01-05,255.79,Amatitlan,Services
501196,Andrea Fuentes,Masculino,,255.79,Quetzaltenango,Services
504603,Fernando Torres,Masculino,2026-01-14,255.79,Villa Nueva,Services
504371,Laura  Aguilar,Masculino,,255.79,Quetzaltenango,Services
502040,Luis  Perez,Femenino,2026-02-04,255.79,Amatitlan,Services
504640,Patricia Fuentes,Femenino,2026-02-18,150.43,Antigua,Services
504794,Rene Aguilar,Femenino,2026-02-03,196.76,Villa Nueva,Retail
501329,Maria Ruiz,Masculino,2026-01-28,255.79,Quetzaltenango,Services
504364,Isabel  Mendez,Femenino,2026-01-21,336.65,Quetzaltenango,Services
503426,Carmen Castillo,Masculino,,255.79,Villa Nueva,Retail
501647,Patricia Torres,Masculino,2026-01-16,255.79,Chimaltenango,Food
503156,Miguel Perez,Desconocido,2026-02-10,414.25,Villa Nueva,Services
501304,Carlos  Mejia,Femenino,2026-01-11,255.79,Chimaltenango,Food
500307,Miguel Lopez,Femenino,,483.25,Chimaltenango,Education
502984,Maria Rojas,Masculino,,255.79,Amatitlan,Education
500294,Patricia  Cruz,Masculino,2026-02-15,374.59,Desconocido,Services
500951,Jose  Mendez,Masculino,2026-01-25,255.79,Chimaltenango,Food
501501,Maria Paz,Femenino,,453.27,Escuintla,Services
500668,Monica Lopez,Masculino,2026-01-04,255.79,Villa Nueva,Education
500236,Oscar Fuentes,Masculino,2026-01-05,255.79,Antigua,Education
502713,Juan Gomez,Femenino,2026-01-26,255.79,Mixco,Education
503730,Patricia Solis,Masculino,2026-02-01,26.46,Quetzaltenango,Education
503510,Laura  Castillo,Femenino,2026-01-18,172.82,Quetzaltenango,Retail
500098,Miguel Ramirez,Masculino,2026-01-10,255.79,Quetzaltenango,Education
501727,Karla Mendez,Femenino,2026-01-04,255.79,Desconocido,Retail
501737,Hector Flores,Femenino,,149.26,Quetzaltenango,Education
503989,Elena Paz,Masculino,,464.88,Amatitlan,Education
501827,Patricia Castillo,Masculino,2026-02-18,255.79,Amatitlan,Services
504726,Laura  Cruz,Masculino,2026-02-27,255.79,Escuintla,Education
500580,Laura Diaz,Masculino,2026-01-24,423.42,Antigua,Services
502657,Carlos Mejia,Femenino,2026-01-24,341.06,Antigua,Education
501268,Isabel Alvarez,Femenino,2026-02-03,255.79,Chimaltenango,Food
503158,Andrea Vargas,Femenino,,255.79,Guatemala,Retail
501432,Luis Castillo,Masculino,,409.18,Chimaltenango,Education
504792,Isabel Lima,Femenino,,392.71,Amatitlan,Education
500595,Daniel Gomez,Masculino,,255.79,Villa Nueva,Services
501975,Oscar Soto,Masculino,2026-01-20,461.3,Antigua,Food
502641,Luis Rojas,Masculino,2026-02-16,255.79,Guatemala,Retail
501279,Gustavo  Solis,Masculino,2026-02-19,255.79,Escuintla,Retail
500066,Patricia Aguilar,Femenino,,449.85,Antigua,Food
500354,Kevin Vargas,Masculino,2026-02-24,255.79,Quetzaltenango,Food
504519,Patricia Dominguez,Femenino,,32.81,Amatitlan,Food
500946,Fernando Lopez,Femenino,2026-02-07,255.79,Escuintla,Services
501073,Rene Perez,Masculino,2026-02-07,390.99,Mixco,Education
504657,Gabriela Cruz,Masculino,2026-02-26,3.6,Guatemala,Retail
504516,Gustavo Lopez,Femenino,2026-02-03,68.91,Guatemala,Services
502708,Rene Lopez,Femenino,2026-03-01,370.3,Antigua,Education
501241,Monica  Paz,Masculino,2026-02-05,255.79,Chimaltenango,Retail
502878,Andrea Hernandez,Masculino,2026-02-28,208.49,Escuintla,Food
504628,Paola Lima,Femenino,2026-02-26,102.1,Desconocido,Education
502995,Pedro Morales,Masculino,,481.83,Escuintla,Food
504783,Andrea Reyes,Femenino,2026-02-05,27.96,Escuintla,Food
502603,Gabriela Vargas,Femenino,2026-02-03,255.79,Escuintla,Retail
502832,Valeria Molina,Masculino,,255.79,Quetzaltenango,Retail
502859,Oscar Paz,Masculino,2026-01-06,255.79,Antigua,Retail
503140,Daniel Torres,Femenino,,255.79,Antigua,Retail
503277,Elena Morales,Femenino,,137.43,Villa Nueva,Services
504233,Juan Dominguez,Masculino,2026-02-25,255.79,Chimaltenango,Food
501780,Karla Herrera,Masculino,2026-01-26,255.79,Amatitlan,Education
503642,Monica Mendez,Masculino,2026-02-26,421.21,Guatemala,Education
502432,Juan Mazariegos,Masculino,,118.42,Villa Nueva,Food
501032,Rene Mazariegos,Femenino,2026-02-11,255.79,Antigua,Services
503219,Pablo Lopez,Femenino,2026-02-25,255.79,Mixco,Food
504020,Oscar Castillo,Masculino,2026-02-17,255.79,Chimaltenango,Education
500821,Luis Flores,Masculino,2026-01-24,33.75,Antigua,Services
501849,Kevin Morales,Femenino,2026-01-31,255.79,Mixco,Retail
503073,Pedro Rojas,Femenino,2026-02-18,255.79,Mixco,Food
502863,Monica Hernandez,Masculino,2026-01-11,350.56,Mixco,Food
503121,Fernando  Perez,Femenino,2026-01-06,255.79,Quetzaltenango,Education
502447,Paola Castillo,Femenino,2026-01-01,325.58,Chimaltenango,Retail
504836,Diana Lima,Femenino,2026-02-19,312.7,Chimaltenango,Education
500997,Andrea Vargas,Masculino,2026-02-11,255.79,Mixco,Services
503970,Kevin  Lopez,Femenino,,255.79,Villa Nueva,Education
500770,Monica Mazariegos,Masculino,2026-02-22,255.79,Escuintla,Retail
500056,Isabel Castillo,Femenino,2026-02-18,255.79,Amatitlan,Services
500139,Paola Molina,Masculino,2026-02-14,157.35,Quetzaltenango,Education
502032,Valeria  Ruiz,Masculino,2026-01-25,255.79,Amatitlan,Retail
501445,Paola Torres,Desconocido,2026-02-06,413.0,Chimaltenango,Food
504579,Kevin Perez,Femenino,,336.38,Amatitlan,Food
502236,Valeria  Flores,Femenino,2026-02-09,277.45,Chimaltenango,Education
504617,Daniel Gomez,Masculino,,147.94,Mixco,Retail
500676,Paola Gomez,Femenino,2026-02-27,255.79,Chimaltenango,Services
500172,Patricia Aguilar,Masculino,,255.79,Chimaltenango,Education
502051,Miguel Rojas,Femenino,2026-01-27,255.79,Villa Nueva,Food
500407,Oscar Gomez,Masculino,2026-01-01,255.79,Villa Nueva,Services
504589,Andrea Flores,Desconocido,2026-01-01,255.79,Guatemala,Food
500941,Maria Aguilar,Masculino,2026-01-20,260.88,Mixco,Food
504070,Gabriela Ruiz,Desconocido,2026-02-23,255.79,Amatitlan,Services
504752,Valeria Reyes,Masculino,,255.79,Guatemala,Retail
502280,Kevin Ortega,Masculino,2026-02-16,324.9,Escuintla,Retail
500604,Jose Aguilar,Masculino,2026-02-17,401.37,Mixco,Services
502837,Rene Fuentes,Masculino,2026-02-09,136.28,Escuintla,Services
504684,Carmen Castillo,Masculino,2026-01-31,22.01,Quetzaltenango,Services
504272,Maria  Solis,Masculino,2026-02-12,255.79,Chimaltenango,Food
500355,Monica Herrera,Femenino,2026-02-11,255.79,Villa Nueva,Education
503910,Ana Fuentes,Femenino,2026-02-20,377.82,Chimaltenango,Education
502654,Hector Dominguez,Femenino,2026-02-15,138.11,Mixco,Services
501765,Miguel Mendez,Femenino,2026-02-15,234.96,Quetzaltenango,Retail
502142,Gustavo  Castillo,Masculino,,283.22,Mixco,Education
503585,Diana Flores,Desconocido,,255.79,Mixco,Services
501931,Gustavo Solis,Femenino,2026-01-10,255.79,Antigua,Retail
504297,Miguel Herrera,Femenino,,255.79,Mixco,Retail
500856,Pablo  Solis,Femenino,2026-02-01,255.79,Quetzaltenango,Education
502728,Jose Castillo,Femenino,2026-01-26,255.79,Amatitlan,Services
501860,Miguel Cruz,Femenino,2026-02-11,255.79,Chimaltenango,Services
502007,Monica  Reyes,Femenino,,255.79,Quetzaltenango,Services
504359,Kevin Torres,Femenino,2026-01-05,21.58,Antigua,Retail
504288,Paola Dominguez,Femenino,2026-01-13,255.79,Guatemala,Food
504563,Pablo Gomez,Masculino,2026-02-18,255.79,Escuintla,Services
504575,Valeria Fuentes,Femenino,2026-01-31,416.71,Escuintla,Retail
501111,Laura  Ramirez,Masculino,2026-01-12,84.03,Mixco,Retail
500287,Laura Mazariegos,Femenino,2026-01-21,255.79,Escuintla,Food
500211,Pedro Solis,Masculino,2026-02-02,255.79,Escuintla,Education
504286,Paola Nunez,Femenino,2026-02-18,255.79,Antigua,Services
503346,Kevin Alvarez,Femenino,2026-01-04,328.57,Escuintla,Services
503706,Valeria  Ruiz,Masculino,,255.79,Villa Nueva,Services
501238,Gabriela Hernandez,Masculino,2026-02-12,306.48,Escuintla,Education
504444,Carlos Nunez,Masculino,,255.79,Escuintla,Services
504319,Paola Mazariegos,Masculino,2026-02-08,421.58,Chimaltenango,Services
500449,Rene Cruz,Femenino,2026-01-04,332.99,Guatemala,Education
504443,Rene Ramirez,Femenino,2026-02-01,255.79,Guatemala,Retail
500257,Andrea Paz,Masculino,2026-01-14,175.2,Villa Nueva,Education
503332,Paola Dominguez,Femenino,,213.66,Amatitlan,Food
503027,Fernando Morales,Masculino,2026-02-22,151.65,Quetzaltenango,Services
500450,Paola Fuentes,Masculino,,362.15,Amatitlan,Food
504032,Hector Herrera,Femenino,,323.61,Amatitlan,Retail
502409,Andrea Castillo,Femenino,2026-02-22,203.9,Antigua,Retail
504063,Gustavo Fuentes,Femenino,2026-02-09,49.44,Guatemala,Services
501632,Isabel Cruz,Femenino,,255.79,Chimaltenango,Services
502201,Ricardo Diaz,Masculino,2026-01-10,255.79,Antigua,Education
500910,Diana Diaz,Masculino,2026-01-02,255.79,Desconocido,Services
503646,Rene Gomez,Desconocido,2026-01-18,331.94,Chimaltenango,Education
504021,Gabriela Alvarez,Femenino,2026-01-22,255.79,Escuintla,Services
503565,Rene Flores,Masculino,2026-01-08,255.79,Escuintla,Retail
504158,Karla Solis,Masculino,2026-02-04,255.79,Quetzaltenango,Education
501255,Ricardo  Paz,Femenino,2026-02-22,438.31,Antigua,Education
501862,Paola  Castillo,Masculino,2026-02-22,255.79,Villa Nueva,Education
503554,Laura Dominguez,Femenino,2026-01-17,255.79,Escuintla,Retail
500989,Gabriela  Perez,Femenino,2026-01-05,255.79,Villa Nueva,Education
504046,Juan  Torres,Femenino,2026-02-01,293.89,Villa Nueva,Services
503478,Carlos Mendez,Masculino,2026-01-13,432.97,Amatitlan,Food
500396,Valeria  Lopez,Masculino,2026-02-22,255.79,Mixco,Food
503846,Elena Castillo,Femenino,,319.87,Antigua,Education
500761,Rene Fuentes,Masculino,2026-01-08,299.28,Desconocido,Education
502480,Diana Herrera,Femenino,2026-01-31,255.79,Quetzaltenango,Education
503875,Juan Fuentes,Masculino,2026-01-02,232.24,Escuintla,Education
503068,Carlos Cruz,Masculino,2026-02-19,156.39,Amatitlan,Retail
500130,Daniel Mejia,Femenino,,463.4,Escuintla,Retail
